Date,PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,RH,Temp,PM2.5_SubIndex,PM10_SubIndex,SO2_SubIndex,NOx_SubIndex,NH3_SubIndex,CO_SubIndex,O3_SubIndex,Checks,AQI_calculated,AQI_bucket_calculated
2024-05-21,4.52,16.87,9.02,3.99,9.46,13.59,1.94,0.42,13.29,76.95,27.27,7.533333333333332,16.87,2.425,11.825,3.3975,21.0,13.29,7.0,21.0,Good
2024-05-22,9.22,32.52,11.37,3.64,11.18,12.08,3.49,0.4,5.17,76.2,26.7,15.366666666666667,32.52,4.3625,13.975,3.02,20.0,5.17,7.0,33.0,Good
2024-05-23,22.96,50.07,14.94,6.06,15.23,12.96,3.9,0.43,7.11,74.44,27.04,38.266666666666666,50.07,4.875,19.0375,3.24,21.5,7.11,7.0,50.0,Good
2024-05-24,20.35,60.82,5.02,6.36,7.46,15.41,2.74,0.89,7.95,72.89,26.94,33.91666666666667,60.82,3.425,9.325,3.8525,44.5,7.95,7.0,61.0,Moderate
2024-05-25,26.32,80.65,3.86,5.54,6.08,12.42,2.36,0.6,5.32,71.0,26.79,43.86666666666667,80.65,2.95,7.6,3.105,30.0,5.32,7.0,81.0,Moderate
2024-05-26,22.72,92.08,3.79,4.92,5.7,11.77,3.23,0.45,34.95,62.45,26.76,37.86666666666667,92.08,4.0375,7.125,2.9425,22.5,34.95,7.0,92.0,Moderate
2024-05-27,24.8,90.2,4.02,4.63,5.73,14.07,2.18,1.8,18.15,63.19,27.06,41.333333333333336,90.2,2.7250000000000005,7.1625,3.5175,90.0,18.15,7.0,90.0,Moderate
2024-05-28,28.04,101.15,3.87,5.13,5.87,14.51,2.9,0.92,3.16,65.88,27.27,46.73333333333333,100.76666666666668,3.625,7.3375,3.6275,46.0,3.16,7.0,101.0,Unhealthy for Sensitive Groups
2024-05-29,21.85,88.58,4.17,5.09,6.1,13.15,3.08,0.96,2.44,65.31,27.23,36.41666666666666,88.58,3.85,7.625,3.2875,48.0,2.44,7.0,89.0,Moderate
2024-05-30,19.22,75.93,3.86,5.52,6.08,13.42,3.62,0.72,2.0,69.68,27.32,32.03333333333333,75.93,4.525,7.6,3.355,36.0,2.0,7.0,76.0,Moderate
2024-05-31,19.98,77.18,3.86,4.65,5.61,12.1,3.33,1.09,6.89,70.57,27.08,33.3,77.18,4.1625,7.0125,3.025,54.5,6.89,7.0,77.0,Moderate
2024-06-01,18.46,63.31,3.96,3.86,5.26,12.1,3.59,0.76,10.75,75.06,27.08,30.766666666666666,63.31,4.4875,6.575,3.025,38.0,10.75,7.0,63.0,Moderate
2024-06-02,18.54,67.75,3.79,4.42,5.44,11.21,3.17,0.56,6.44,70.77,26.65,30.9,67.75,3.9625,6.8,2.8025,28.000000000000004,6.44,7.0,68.0,Moderate
2024-06-03,15.88,48.03,3.82,6.2,6.33,11.5,2.02,0.35,8.89,72.85,26.13,26.466666666666665,48.03,2.525,7.9125,2.875,17.5,8.89,7.0,48.0,Good
2024-06-04,21.4,61.33,4.07,4.81,5.87,12.59,2.68,0.47,12.16,75.9,25.34,35.666666666666664,61.33,3.35,7.3375,3.1475,23.5,12.16,7.0,61.0,Moderate
2024-06-05,14.9,39.22,5.35,6.05,7.58,11.79,3.36,0.58,13.46,77.29,25.69,24.83333333333333,39.22,4.2,9.475,2.9475,29.0,13.46,7.0,39.0,Good
2024-06-06,12.6,35.66,5.19,5.1,6.92,12.33,1.84,0.52,13.65,79.42,27.2,21.0,35.66,2.3,8.65,3.0825,26.0,13.65,7.0,36.0,Good
2024-06-07,9.12,32.14,6.12,5.7,8.0,13.44,2.61,0.64,14.36,81.33,28.53,15.199999999999998,32.14,3.2625,10.0,3.36,32.0,14.36,7.0,32.0,Good
2024-06-08,9.28,38.57,5.48,4.04,6.6,11.69,3.53,0.67,33.95,75.85,28.59,15.466666666666663,38.57,4.4125,8.25,2.9225,33.5,33.95,7.0,39.0,Good
2024-06-09,12.75,43.05,4.92,3.06,5.63,11.12,3.89,0.65,14.09,74.38,28.73,21.25,43.05,4.8625,7.0375,2.78,32.5,14.09,7.0,43.0,Good
2024-06-10,9.59,42.4,5.0,4.98,6.65,11.88,3.71,1.07,13.98,71.27,29.35,15.983333333333333,42.4,4.6375,8.3125,2.97,53.5,13.98,7.0,54.0,Moderate
2024-06-11,9.07,40.12,5.7,5.6,7.61,12.83,3.16,0.54,13.43,68.91,29.04,15.116666666666667,40.12,3.95,9.5125,3.2075,27.0,13.43,7.0,40.0,Good
2024-06-12,11.49,47.46,6.96,6.56,9.15,16.21,2.44,0.42,14.36,69.99,29.2,19.15,47.46,3.05,11.4375,4.0525,21.0,14.36,7.0,47.0,Good
2024-06-13,9.07,38.63,5.82,7.12,8.52,16.3,2.19,0.38,13.51,70.82,29.16,15.116666666666667,38.63,2.7375,10.65,4.075,19.0,13.51,7.0,39.0,Good
2024-06-14,18.37,70.29,5.17,6.94,7.88,17.31,2.7,0.48,11.6,70.49,29.05,30.616666666666667,70.29,3.375,9.85,4.3275,24.0,11.6,7.0,70.0,Moderate
2024-06-15,21.95,88.29,4.89,6.76,7.57,17.6,2.85,0.5,10.68,71.96,28.87,36.583333333333336,88.29,3.5625,9.4625,4.4,25.0,10.68,7.0,88.0,Moderate
2024-06-16,16.34,61.42,4.4,4.01,5.68,16.03,2.71,0.47,9.77,70.42,28.92,27.23333333333333,61.42,3.3875,7.1,4.0075,23.5,9.77,7.0,61.0,Moderate
2024-06-17,12.06,63.44,6.94,5.25,8.43,22.0,2.77,0.46,10.21,71.73,32.28,20.1,63.44,3.4625,10.5375,5.5,23.0,10.21,7.0,63.0,Moderate
2024-06-18,43.02,76.41,5.33,6.93,8.03,15.09,3.48,0.63,9.51,77.58,28.69,71.7,76.41,4.35,10.037499999999998,3.7725,31.5,9.51,7.0,76.0,Moderate
2024-06-19,12.8,31.66,5.72,8.11,8.96,15.31,3.82,0.66,11.54,78.16,28.06,21.33333333333333,31.66,4.775,11.2,3.8275,33.0,11.54,7.0,33.0,Good
2024-06-20,14.16,39.1,5.77,6.78,8.3,14.76,3.96,0.65,11.82,74.23,29.33,23.6,39.1,4.95,10.375000000000002,3.69,32.5,11.82,7.0,39.0,Good
2024-06-21,16.12,48.03,6.0,6.54,8.36,15.07,4.34,0.7,11.86,71.41,30.36,26.866666666666667,48.03,5.425,10.45,3.7675,35.0,11.86,7.0,48.0,Good
2024-06-22,16.38,52.41,6.13,5.29,7.79,14.39,4.5,0.67,11.64,70.71,29.91,27.3,52.41,5.625,9.7375,3.5975,33.5,11.64,7.0,52.0,Moderate
2024-06-23,13.97,45.19,4.34,3.53,5.39,14.66,4.24,0.63,9.42,70.93,30.16,23.28333333333333,45.19,5.3,6.7375,3.665,31.5,9.42,7.0,45.0,Good
2024-06-24,10.74,53.77,5.35,5.65,7.35,12.91,4.2,0.64,10.73,70.44,29.81,17.9,53.77,5.25,9.1875,3.2275,32.0,10.73,7.0,54.0,Moderate
2024-06-25,15.0,68.05,5.22,6.6,7.75,13.85,4.3,0.64,11.43,67.94,30.3,25.0,68.05,5.375,9.6875,3.4625,32.0,11.43,7.0,68.0,Moderate
2024-06-26,11.71,63.26,7.49,6.25,9.42,14.75,4.0,0.65,13.15,69.14,29.74,19.516666666666666,63.26,5.0,11.775,3.6875,32.5,13.15,7.0,63.0,Moderate
2024-06-27,13.03,77.17,5.48,6.9,8.12,15.45,3.56,0.65,13.38,67.17,29.86,21.716666666666665,77.17,4.45,10.15,3.8625,32.5,13.38,7.0,77.0,Moderate
2024-06-28,14.36,82.27,6.58,5.46,8.26,15.8,3.88,0.6,12.92,66.19,30.19,23.933333333333334,82.27,4.85,10.325,3.95,30.0,12.92,7.0,82.0,Moderate
2024-06-29,16.67,86.44,5.8,4.27,6.99,15.74,4.22,0.63,12.23,71.52,29.88,27.78333333333334,86.44,5.275,8.7375,3.935,31.5,12.23,7.0,86.0,Moderate
2024-06-30,15.12,76.66,4.99,3.6,5.95,14.51,4.6,0.62,11.95,75.06,29.83,25.2,76.66,5.749999999999999,7.4375,3.6275,31.0,11.95,7.0,77.0,Moderate
2024-07-01,17.58,77.07,6.28,5.0,7.76,13.33,4.32,0.64,12.83,74.55,29.84,29.3,77.07,5.4,9.7,3.3325,32.0,12.83,7.0,77.0,Moderate
2024-07-02,14.51,76.18,5.05,4.7,6.6,12.34,4.19,0.63,11.9,69.03,30.2,24.183333333333334,76.18,5.237500000000001,8.25,3.085,31.5,11.9,7.0,76.0,Moderate
2024-07-03,13.36,71.36,6.22,5.36,7.9,17.87,4.72,0.66,10.78,71.49,32.27,22.266666666666666,71.36,5.9,9.875,4.4675,33.0,10.78,7.0,71.0,Moderate
2024-07-04,13.71,36.71,7.47,7.79,10.21,12.06,4.83,0.64,12.69,74.39,28.57,22.85,36.71,6.0375,12.7625,3.015,32.0,12.69,7.0,37.0,Good
2024-07-05,13.71,36.71,7.47,7.79,10.21,12.06,4.83,0.64,12.69,74.39,28.57,22.85,36.71,6.0375,12.7625,3.015,32.0,12.69,7.0,37.0,Good
2024-07-06,25.22,84.51,6.64,10.73,11.27,25.18,4.02,0.86,17.37,77.28,29.2,42.03333333333333,84.51,5.025,14.0875,6.295,43.0,17.37,7.0,85.0,Moderate
2024-07-07,10.53,40.25,6.86,5.56,8.54,17.5,3.73,0.67,14.13,73.88,29.17,17.55,40.25,4.6625,10.675,4.375,33.5,14.13,7.0,40.0,Good
2024-07-08,18.33,50.1,8.93,9.56,12.36,17.06,3.91,0.74,14.59,74.89,29.48,30.55,50.1,4.8875,15.45,4.265,37.0,14.59,7.0,50.0,Good
2024-07-09,17.72,60.57,10.22,9.52,13.38,18.62,3.8,0.76,13.93,73.65,29.79,29.53333333333333,60.57,4.75,16.725,4.655,38.0,13.93,7.0,61.0,Moderate
2024-07-10,14.08,55.22,4.97,4.77,6.58,16.29,3.87,0.67,11.73,71.61,29.94,23.466666666666665,55.22,4.8375,8.225,4.0725,33.5,11.73,7.0,55.0,Moderate
2024-07-11,17.13,53.79,5.51,7.12,8.26,14.33,3.49,0.71,12.15,79.93,29.63,28.55,53.79,4.3625,10.325,3.5825,35.5,12.15,7.0,54.0,Moderate
2024-07-12,19.34,64.19,4.91,4.77,6.53,14.14,4.86,0.72,11.11,75.58,29.89,32.233333333333334,64.19,6.075000000000001,8.1625,3.535,36.0,11.11,7.0,64.0,Moderate
2024-07-13,13.6,48.55,5.47,5.88,7.58,12.27,4.37,0.68,13.7,78.56,29.56,22.666666666666668,48.55,5.4625,9.475,3.0675,34.0,13.7,7.0,49.0,Good
2024-07-14,19.88,49.49,6.84,6.2,8.86,13.76,3.78,0.75,13.67,77.69,29.67,33.13333333333333,49.49,4.725,11.075,3.44,37.5,13.67,7.0,49.0,Good
2024-07-15,7.05,20.45,9.21,4.89,10.09,15.31,3.55,0.7,15.18,78.84,31.06,11.75,20.45,4.4375,12.6125,3.8275,35.0,15.18,7.0,35.0,Good
2024-07-16,7.08,24.53,5.28,4.18,6.52,13.15,4.1,0.62,13.88,75.45,29.73,11.8,24.53,5.124999999999999,8.15,3.2875,31.0,13.88,7.0,31.0,Good
2024-07-17,11.36,55.52,5.53,4.48,6.88,14.14,4.42,0.64,14.0,71.86,29.67,18.933333333333334,55.52,5.525,8.6,3.535,32.0,14.0,7.0,56.0,Moderate
2024-07-18,9.53,75.15,5.94,4.34,7.13,16.08,3.43,0.61,14.73,73.16,29.95,15.883333333333333,75.15,4.2875,8.9125,4.02,30.5,14.73,7.0,75.0,Moderate
2024-07-19,8.49,34.35,5.56,3.93,6.61,15.86,5.04,0.59,14.24,72.83,29.64,14.15,34.35,6.3,8.2625,3.965,29.5,14.24,7.0,34.0,Good
2024-07-20,17.45,113.51,6.32,4.16,7.35,16.65,4.75,0.62,14.51,68.66,29.81,29.08333333333333,109.00666666666667,5.9375,9.1875,4.1625,31.0,14.51,7.0,109.0,Unhealthy for Sensitive Groups
2024-07-21,13.02,67.57,5.58,3.72,6.52,17.66,4.18,0.59,13.99,65.76,30.04,21.7,67.57,5.225,8.15,4.415,29.5,13.99,7.0,68.0,Moderate
2024-07-22,15.76,90.73,5.34,5.49,7.26,17.2,4.19,0.66,13.46,66.36,29.86,26.266666666666666,90.73,5.237500000000001,9.075,4.3,33.0,13.46,7.0,91.0,Moderate
2024-07-23,10.43,63.74,6.15,5.07,7.7,20.36,5.33,0.71,16.43,68.2,31.48,17.383333333333333,63.74,6.6625,9.625,5.09,35.5,16.43,7.0,64.0,Moderate
2024-07-24,12.77,79.15,12.43,6.85,13.76,17.63,4.51,0.74,14.42,65.61,30.05,21.28333333333333,79.15,5.6375,17.2,4.4075,37.0,14.42,7.0,79.0,Moderate
2024-07-25,10.62,67.74,6.02,5.03,7.57,19.47,3.5,0.67,14.07,65.4,29.95,17.7,67.74,4.375,9.4625,4.8675,33.5,14.07,7.0,68.0,Moderate
2024-07-26,10.5,73.54,5.68,4.74,7.13,17.65,4.37,0.65,13.8,66.17,29.86,17.5,73.54,5.4625,8.9125,4.4125,32.5,13.8,7.0,74.0,Moderate
2024-07-27,9.26,67.42,4.98,4.65,6.52,14.98,4.23,0.61,13.49,63.0,29.17,15.433333333333334,67.42,5.2875000000000005,8.15,3.745,30.5,13.49,7.0,67.0,Moderate
2024-07-28,12.53,74.09,6.15,3.53,6.88,17.24,3.49,0.62,13.58,60.34,28.67,20.883333333333333,74.09,4.3625,8.6,4.31,31.0,13.58,7.0,74.0,Moderate
2024-07-29,13.08,73.97,4.65,3.73,5.74,17.14,3.97,0.62,12.14,66.09,29.0,21.8,73.97,4.9625,7.175,4.285,31.0,12.14,7.0,74.0,Moderate
2024-07-30,18.47,87.82,5.14,5.33,7.02,15.95,4.01,0.67,11.35,69.18,29.14,30.78333333333333,87.82,5.0125,8.775,3.9875,33.5,11.35,7.0,88.0,Moderate
2024-07-31,13.76,78.52,5.47,4.88,7.04,14.72,3.95,0.66,12.12,65.24,28.95,22.933333333333334,78.52,4.9375,8.8,3.68,33.0,12.12,7.0,79.0,Moderate
2024-08-01,18.75,89.28,4.4,3.96,5.69,14.64,2.74,0.65,10.84,66.39,28.95,31.25,89.28,3.425,7.1125,3.66,32.5,10.84,7.0,89.0,Moderate
2024-08-02,20.87,77.53,5.41,5.2,7.17,14.32,4.49,0.69,11.63,70.92,28.84,34.78333333333333,77.53,5.6125,8.9625,3.58,34.5,11.63,7.0,78.0,Moderate
2024-08-03,14.32,46.7,7.38,5.44,8.89,16.64,5.56,0.71,13.71,72.46,30.07,23.866666666666667,46.7,6.95,11.1125,4.16,35.5,13.71,7.0,47.0,Good
2024-08-04,9.15,28.02,5.28,4.86,6.85,15.07,3.82,0.69,12.09,76.41,28.77,15.25,28.02,4.775,8.5625,3.7675,34.5,12.09,7.0,34.0,Good
2024-08-05,11.88,36.1,6.35,4.9,7.74,14.35,2.95,0.73,12.21,81.05,28.88,19.8,36.1,3.6875,9.675,3.5875,36.5,12.21,7.0,36.0,Good
2024-08-06,6.38,31.67,5.7,5.58,7.6,13.37,4.08,0.67,12.1,76.19,28.83,10.633333333333333,31.67,5.1,9.5,3.3425,33.5,12.1,7.0,34.0,Good
2024-08-07,8.09,30.24,5.2,5.88,7.36,12.96,4.17,0.76,12.08,78.88,28.85,13.483333333333333,30.24,5.2125,9.2,3.24,38.0,12.08,7.0,38.0,Good
2024-08-08,7.19,25.79,5.93,4.25,7.08,11.84,4.55,0.7,13.31,78.75,28.78,11.983333333333333,25.79,5.6875,8.85,2.96,35.0,13.31,7.0,35.0,Good
2024-08-09,7.91,37.42,6.03,4.4,7.21,10.95,4.34,0.68,11.79,76.81,28.74,13.183333333333334,37.42,5.425,9.0125,2.7375,34.0,11.79,7.0,37.0,Good
2024-08-10,11.39,36.26,4.24,3.72,5.43,10.57,3.3,0.68,8.8,75.68,28.86,18.98333333333333,36.26,4.125,6.7875,2.6425,34.0,8.8,7.0,36.0,Good
2024-08-11,9.07,44.43,3.92,3.24,4.92,10.46,4.09,0.65,7.62,71.62,28.95,15.116666666666667,44.43,5.1125,6.15,2.615,32.5,7.62,7.0,44.0,Good
2024-08-12,7.27,35.42,3.57,3.92,4.96,10.33,4.86,0.66,8.64,74.94,29.46,12.116666666666667,35.42,6.075000000000001,6.2,2.5825,33.0,8.64,7.0,35.0,Good
2024-08-13,5.56,47.49,5.17,3.51,6.07,10.81,4.52,0.64,12.98,75.12,29.75,9.266666666666667,47.49,5.65,7.5875,2.7025,32.0,12.98,7.0,47.0,Good
2024-08-14,4.0,32.01,8.17,2.25,7.8,11.17,4.53,0.58,15.19,74.86,29.73,6.666666666666667,32.01,5.6625,9.75,2.7925,29.0,15.19,7.0,32.0,Good
2024-08-15,4.43,17.0,9.14,2.93,8.9,12.23,5.24,0.57,14.9,79.33,29.66,7.383333333333334,17.0,6.55,11.125,3.0575,28.5,14.9,7.0,28.0,Good
2024-08-16,3.0,32.97,6.25,2.28,6.2,10.92,5.06,0.56,14.12,75.31,29.75,5.0,32.97,6.324999999999999,7.75,2.73,28.000000000000004,14.12,7.0,33.0,Good
2024-08-17,3.46,34.01,5.76,2.06,5.75,10.1,4.64,0.56,14.06,75.56,29.79,5.766666666666667,34.01,5.799999999999999,7.1875,2.525,28.000000000000004,14.06,7.0,34.0,Good
2024-08-18,8.55,38.39,4.98,2.2,5.21,10.28,3.85,0.57,12.03,73.7,29.87,14.250000000000002,38.39,4.8125,6.5125,2.57,28.5,12.03,7.0,38.0,Good
2024-08-19,9.25,42.92,4.84,2.56,5.23,9.96,4.41,0.59,12.69,76.14,29.62,15.416666666666666,42.92,5.5125,6.5375,2.49,29.5,12.69,7.0,43.0,Good
2024-08-20,8.63,41.2,4.86,2.98,5.54,9.57,4.48,0.59,12.72,74.89,29.7,14.383333333333336,41.2,5.6000000000000005,6.925,2.3925,29.5,12.72,7.0,41.0,Good
2024-08-21,4.83,46.91,5.22,2.86,5.74,9.0,4.18,0.58,13.86,74.22,29.68,8.05,46.91,5.225,7.175,2.25,29.0,13.86,7.0,47.0,Good
2024-08-22,7.1,50.05,4.28,3.38,5.29,8.78,3.67,0.61,11.87,72.32,29.94,11.833333333333334,50.05,4.5875,6.6125,2.195,30.5,11.87,7.0,50.0,Good
2024-08-23,10.33,47.09,4.19,3.66,5.35,8.8,5.11,0.62,11.96,74.41,29.68,17.216666666666665,47.09,6.387500000000001,6.6875,2.2,31.0,11.96,7.0,47.0,Good
2024-08-24,11.31,60.33,4.58,3.32,5.49,9.33,3.97,0.61,12.8,72.1,29.46,18.85,60.33,4.9625,6.8625,2.3325,30.5,12.8,7.0,60.0,Moderate
2024-08-25,10.13,80.26,5.11,3.04,5.77,9.5,4.06,0.61,13.83,66.09,29.39,16.883333333333336,80.26,5.074999999999999,7.2125,2.375,30.5,13.83,7.0,80.0,Moderate
2024-08-26,9.82,61.25,8.89,3.96,9.33,11.79,3.84,0.62,12.7,66.82,29.64,16.366666666666667,61.25,4.8,11.6625,2.9475,31.0,12.7,7.0,61.0,Moderate
2024-08-27,11.1,65.81,5.15,4.81,6.72,13.68,4.47,0.65,11.82,71.09,29.58,18.5,65.81,5.5875,8.4,3.42,32.5,11.82,7.0,66.0,Moderate
2024-08-28,14.89,57.45,7.56,6.98,9.86,14.89,3.61,0.74,13.72,76.54,29.45,24.816666666666663,57.45,4.5125,12.325,3.7225,37.0,13.72,7.0,57.0,Moderate
2024-08-29,13.65,53.28,5.33,5.28,7.14,14.39,4.56,0.68,16.54,70.61,29.58,22.75,53.28,5.699999999999999,8.925,3.5975,34.0,16.54,7.0,53.0,Moderate
2024-08-30,14.69,66.14,5.35,5.45,7.2,16.83,3.38,0.68,14.21,74.09,29.62,24.48333333333333,66.14,4.225,9.0,4.2075,34.0,14.21,7.0,66.0,Moderate
2024-08-31,13.9,44.69,6.7,6.21,8.75,17.14,4.14,0.67,14.53,73.44,29.48,23.166666666666668,44.69,5.174999999999999,10.9375,4.285,33.5,14.53,7.0,45.0,Good
2024-09-01,14.25,49.89,8.36,4.95,9.43,21.03,4.09,0.69,15.01,71.16,29.92,23.75,49.89,5.1125,11.7875,5.2575,34.5,15.01,7.0,50.0,Good
2024-09-02,15.19,57.34,5.73,4.1,6.84,16.82,3.87,0.67,12.45,72.8,29.45,25.316666666666663,57.34,4.8375,8.55,4.205,33.5,12.45,7.0,57.0,Moderate
2024-09-03,18.77,59.72,5.69,5.64,7.64,15.18,4.16,0.69,13.47,77.42,29.64,31.28333333333333,59.72,5.2,9.55,3.795,34.5,13.47,7.0,60.0,Moderate
2024-09-04,21.16,62.84,7.44,6.54,9.53,13.91,3.63,0.74,14.0,76.5,29.51,35.266666666666666,62.84,4.5375,11.912499999999998,3.4775,37.0,14.0,7.0,63.0,Moderate
2024-09-05,20.01,74.7,5.23,4.68,6.74,13.5,3.09,0.67,13.45,70.47,29.86,33.35,74.7,3.8625,8.425,3.375,33.5,13.45,7.0,75.0,Moderate
2024-09-06,21.27,74.16,6.13,7.47,8.97,13.31,3.19,0.78,13.78,76.15,29.76,35.45,74.16,3.9875,11.212500000000002,3.3275,39.0,13.78,7.0,74.0,Moderate
2024-09-07,18.66,59.38,8.86,5.13,9.93,14.62,4.37,0.76,15.49,72.12,29.48,31.1,59.38,5.4625,12.4125,3.655,38.0,15.49,7.0,59.0,Moderate
2024-09-08,21.22,59.34,6.2,4.64,7.52,15.71,4.45,0.68,14.37,73.66,29.66,35.36666666666667,59.34,5.5625,9.4,3.9275,34.0,14.37,7.0,59.0,Moderate
2024-09-09,16.96,70.35,5.46,4.18,6.66,15.66,4.07,0.68,15.0,72.01,30.1,28.266666666666666,70.35,5.0875,8.325,3.915,34.0,15.0,7.0,70.0,Moderate
2024-09-10,41.17,70.91,6.71,4.91,8.06,15.41,4.02,0.64,14.73,68.68,29.63,68.61666666666667,70.91,5.025,10.075,3.8525,32.0,14.73,7.0,71.0,Moderate
2024-09-11,30.27,75.57,5.51,4.58,6.92,16.83,3.71,0.62,13.35,69.9,29.56,50.45,75.57,4.6375,8.65,4.2075,31.0,13.35,7.0,76.0,Moderate
2024-09-12,15.1,72.03,5.73,4.6,7.11,15.02,3.43,0.63,12.16,70.67,29.8,25.166666666666668,72.03,4.2875,8.8875,3.755,31.5,12.16,7.0,72.0,Moderate
2024-09-13,17.19,67.05,4.89,3.98,6.1,14.23,4.38,0.64,11.8,71.18,29.91,28.65,67.05,5.475,7.625,3.5575,32.0,11.8,7.0,67.0,Moderate
2024-09-14,15.55,61.14,4.47,3.32,5.41,12.95,4.04,0.63,10.09,70.51,29.79,25.916666666666668,61.14,5.05,6.7625,3.2375,31.5,10.09,7.0,61.0,Moderate
2024-09-15,18.74,68.28,4.25,3.8,5.47,12.45,3.06,0.64,9.7,70.39,29.76,31.23333333333333,68.28,3.825,6.8375,3.1125,32.0,9.7,7.0,68.0,Moderate
2024-09-16,15.19,75.94,4.15,4.88,5.87,12.33,3.59,0.63,9.37,66.99,28.14,25.316666666666663,75.94,4.4875,7.3375,3.0825,31.5,9.37,7.0,76.0,Moderate
2024-09-17,14.03,58.22,7.93,4.94,9.08,12.17,4.2,0.62,10.7,68.79,26.22,23.383333333333333,58.22,5.25,11.35,3.0425,31.0,10.7,7.0,58.0,Moderate
2024-09-18,18.59,62.32,4.26,3.62,5.31,12.1,3.5,0.65,8.08,68.98,25.65,30.98333333333333,62.32,4.375,6.6375,3.025,32.5,8.08,7.0,62.0,Moderate
2024-09-19,30.12,105.84,4.35,6.61,7.05,12.43,4.45,0.73,9.32,70.43,25.77,50.2,103.89333333333332,5.5625,8.8125,3.1075,36.5,9.32,7.0,104.0,Unhealthy for Sensitive Groups
2024-09-20,37.0,106.52,4.26,5.57,6.43,12.83,3.56,0.77,8.68,70.47,25.83,61.66666666666666,104.34666666666666,4.45,8.0375,3.2075,38.5,8.68,7.0,104.0,Unhealthy for Sensitive Groups
2024-09-21,19.45,41.95,6.45,5.4,8.11,12.57,3.84,0.69,10.46,76.91,25.82,32.416666666666664,41.95,4.8,10.1375,3.1425,34.5,10.46,7.0,42.0,Good
2024-09-22,19.85,47.33,5.17,4.64,6.67,12.52,3.68,0.71,11.15,74.45,26.1,33.083333333333336,47.33,4.6,8.3375,3.13,35.5,11.15,7.0,47.0,Good
2024-09-23,19.75,57.67,5.99,5.51,7.8,13.46,4.81,0.71,10.47,73.29,26.52,32.916666666666664,57.67,6.012499999999999,9.75,3.365,35.5,10.47,7.0,58.0,Moderate
2024-09-24,16.75,32.43,5.71,6.81,8.27,13.05,4.35,0.72,12.29,78.18,26.15,27.916666666666668,32.43,5.437499999999999,10.3375,3.2625,36.0,12.29,7.0,36.0,Good
2024-09-25,12.39,29.5,6.43,4.54,7.64,12.85,3.04,0.69,12.25,76.73,26.14,20.65,29.5,3.8,9.55,3.2125,34.5,12.25,7.0,34.0,Good
2024-09-26,14.45,37.74,7.28,6.21,9.22,12.38,4.24,0.72,12.69,79.79,26.15,24.08333333333333,37.74,5.3,11.525000000000002,3.095,36.0,12.69,7.0,38.0,Good
2024-09-27,16.77,46.63,9.57,5.64,10.78,12.29,3.7,0.75,14.09,76.99,26.23,27.95,46.63,4.625,13.475,3.0725,37.5,14.09,7.0,47.0,Good
2024-09-28,14.04,50.83,9.84,4.38,10.34,11.96,4.73,0.75,15.53,76.4,26.39,23.4,50.83,5.9125000000000005,12.925,2.99,37.5,15.53,7.0,51.0,Moderate
2024-09-29,4.23,18.9,8.83,2.07,8.2,11.68,4.36,0.6,16.27,74.94,25.7,7.050000000000001,18.9,5.450000000000001,10.249999999999998,2.92,30.0,16.27,7.0,30.0,Good
2024-09-30,9.33,26.08,9.46,2.28,8.91,10.63,4.15,0.59,16.14,75.08,25.91,15.55,26.08,5.187500000000001,11.1375,2.6575,29.5,16.14,7.0,30.0,Good
2024-10-01,7.75,25.17,9.6,2.75,9.25,10.02,4.02,0.6,16.3,75.19,25.67,12.916666666666666,25.17,5.025,11.5625,2.505,30.0,16.3,7.0,30.0,Good
2024-10-02,12.42,34.9,6.97,2.44,6.91,10.2,3.56,0.61,15.36,73.22,25.86,20.7,34.9,4.45,8.6375,2.55,30.5,15.36,7.0,35.0,Good
2024-10-03,25.09,56.89,4.9,5.73,7.03,9.81,3.8,0.71,13.46,72.05,25.68,41.81666666666667,56.89,4.75,8.7875,2.4525,35.5,13.46,7.0,57.0,Moderate
2024-10-04,22.95,40.09,5.77,4.32,6.99,11.7,3.68,0.74,12.42,74.49,26.01,38.25,40.09,4.6,8.7375,2.925,37.0,12.42,7.0,40.0,Good
2024-10-05,25.7,47.1,4.07,4.65,5.8,12.44,3.6,0.8,12.1,75.71,26.51,42.833333333333336,47.1,4.5,7.25,3.11,40.0,12.1,7.0,47.0,Good
2024-10-06,33.16,58.95,6.42,5.02,7.9,13.02,3.66,0.82,11.51,74.43,26.64,55.26666666666666,58.95,4.575,9.875,3.255,41.0,11.51,7.0,59.0,Moderate
2024-10-07,22.6,41.54,4.59,3.75,5.72,14.41,3.46,0.66,8.52,75.0,27.95,37.66666666666666,41.54,4.325,7.15,3.6025,33.0,8.52,7.0,42.0,Good
2024-10-08,14.6,29.57,6.21,4.26,7.32,13.16,3.78,0.65,11.99,74.93,28.87,24.33333333333333,29.57,4.725,9.15,3.29,32.5,11.99,7.0,32.0,Good
2024-10-09,12.0,24.13,9.92,4.4,10.34,12.25,3.56,0.63,14.08,76.44,28.89,20.0,24.13,4.45,12.925,3.0625,31.5,14.08,7.0,32.0,Good
2024-10-10,6.63,15.97,8.98,4.05,9.46,11.55,4.3,0.64,14.22,79.51,28.69,11.05,15.97,5.375,11.825,2.8875,32.0,14.22,7.0,32.0,Good
